provincia,canton,codigo_canton,total_homicidios,latitud,longitud,femicidios,asesinatos,sicariatos,homicidios_2023,homicidios_2024,homicidios_2025,homicidios_2026,poblacion_miles,homicide_rate_2024,homicide_rate_2025,homicide_rate_2026_proj,local_moran_i,lisa_quadrant,gi_star_z,gi_p_value,hotspot_label
Chimborazo,Cumandá,610,19,-2.088271570644601,-74.96935311309547,0,18,0,7,0,2,0,50,0.0,4.0,0.0,-0.2395,Low outlier (LH),0.6195,0.5356,not significant
Chimborazo,Guamote,606,6,-1.341428031450165,-52.42600018243155,2,2,0,1,0,0,0,50,0.0,0.0,0.0,1.0695,Coldspot (LL),-0.8908,0.373,not significant
Chimborazo,Guano,607,19,-1.5201777941600942,-74.51989832575084,1,13,0,2,1,3,1,50,2.0,6.0,4.0,-0.0358,Low outlier (LH),0.2749,0.7834,not significant
Chimborazo,Pallatanga,608,7,-1.4136081578316886,-56.38643959095792,0,5,0,1,1,0,0,50,2.0,0.0,0.0,1.4603,Coldspot (LL),-2.1187,0.0341,coldspot (95%)
Chimborazo,Penipe,609,2,-1.511795,-78.50605999999999,0,2,0,0,0,2,0,50,0.0,4.0,0.0,0.1639,Coldspot (LL),-0.8786,0.3796,not significant
Chimborazo,Riobamba,601,101,-1.5392138923902254,-72.4278907725435,10,67,2,14,8,9,4,265,3.0,3.4,3.0,-0.2768,Low outlier (LH),0.9876,0.3234,not significant
Cotopaxi,La Maná,502,56,-0.8973155082217817,-76.39949253009296,5,47,0,7,5,9,1,50,10.0,18.0,4.0,0.3966,Hotspot (HH),1.6294,0.1032,not significant
Cotopaxi,Latacunga,501,191,-0.8446407179814278,-75.74366520745734,19,123,2,13,12,18,15,210,5.7,8.6,14.3,-0.0213,Low outlier (LH),0.516,0.6059,not significant
Cotopaxi,Pangua,503,24,-1.139679186877171,-79.18961816161278,4,17,0,4,3,7,1,50,6.0,14.0,4.0,0.1712,Hotspot (HH),1.8005,0.0718,hotspot (90%)
Cotopaxi,Pujilí,504,14,-0.942937732743812,-78.84414698466769,2,9,0,3,2,0,2,50,4.0,0.0,8.0,-0.6804,Low outlier (LH),1.0283,0.3038,not significant
Cotopaxi,Salcedo,505,44,-0.9851706836753008,-73.23954765447603,8,27,0,8,4,4,1,50,8.0,8.0,4.0,0.0236,Coldspot (LL),-0.5159,0.6059,not significant
Cotopaxi,Saquisilí,506,10,-0.8270927413250375,-78.70670948432922,3,6,0,2,0,3,0,50,0.0,6.0,0.0,0.0697,Low outlier (LH),-0.5944,0.5523,not significant
Cotopaxi,Sigchos,507,7,-0.6420015254643976,-78.9202884007727,0,4,0,0,1,0,1,50,2.0,0.0,4.0,-0.4556,Low outlier (LH),0.7001,0.4838,not significant
El Oro,Arenillas,702,178,-3.494368346081593,-78.72933301168864,0,163,1,44,21,25,37,50,42.0,50.0,148.0,0.4169,Hotspot (HH),0.8542,0.393,not significant
El Oro,Atahualpa,703,5,-3.5626792511574776,-79.68190191952782,0,5,0,1,1,1,0,50,2.0,2.0,0.0,0.6678,Coldspot (LL),-1.749,0.0803,coldspot (90%)
El Oro,Balsas,704,4,-3.748756999999995,-79.8483315,0,2,0,0,0,0,0,50,0.0,0.0,0.0,1.0403,Coldspot (LL),-1.4317,0.1522,not significant
El Oro,Chilla,705,3,-3.4574220666666604,-79.57776386666667,0,3,0,0,0,0,1,50,0.0,0.0,4.0,1.0437,Coldspot (LL),-1.2368,0.2162,not significant
El Oro,El Guabo,706,368,-3.0483364524308776,-76.14405461081832,8,336,7,38,85,88,48,50,170.0,176.0,192.0,1.1322,Hotspot (HH),1.4622,0.1437,not significant
El Oro,Huaquillas,707,488,-3.391584698072907,-78.25150705131851,14,451,5,113,62,87,76,52,119.2,167.3,292.3,1.871,Hotspot (HH),1.8193,0.0689,hotspot (90%)
El Oro,Las Lajas,714,4,-3.789486749380025,-80.0551898644472,1,3,0,1,0,0,0,50,0.0,0.0,0.0,1.7541,Coldspot (LL),-2.6893,0.0072,coldspot (99%)
El Oro,Machala,701,1500,-3.2024810485737345,-78.413535765783,16,1414,7,243,244,407,223,260,93.8,156.5,171.5,0.2321,Hotspot (HH),0.2962,0.7671,not significant
El Oro,Pasaje,709,446,-3.258742309734674,-78.01950609368889,5,422,2,76,99,83,61,82,120.7,101.2,148.8,0.6384,Hotspot (HH),1.1175,0.2638,not significant
El Oro,Piñas,710,14,-3.6672192676624,-79.76824140312195,1,10,0,2,2,2,1,50,4.0,4.0,4.0,0.4621,Coldspot (LL),-2.0283,0.0425,coldspot (95%)
El Oro,Portovelo,711,28,-3.58778422063196,-76.76434331263366,1,23,0,2,5,2,2,50,10.0,4.0,8.0,-0.1102,Low outlier (LH),0.3169,0.7513,not significant
El Oro,Santa Rosa,712,351,-3.380699876260556,-78.36274723868952,5,331,1,48,71,94,67,72,98.6,130.6,186.1,1.7339,Hotspot (HH),1.98,0.0477,hotspot (95%)
El Oro,Zaruma,713,26,-3.5259946421009647,-76.53800456435741,0,24,0,0,6,6,5,50,12.0,12.0,20.0,-0.0105,Hotspot (HH),-0.1148,0.9086,not significant
Esmeraldas,Atacames,806,165,0.8246886393988938,-77.43426120292547,4,145,0,38,24,22,8,42,57.1,52.4,38.1,0.0352,High outlier (HL),0.074,0.941,not significant
Esmeraldas,Eloy Alfaro,802,104,1.0509924647629805,-77.47232042440669,4,94,0,12,14,15,5,40,35.0,37.5,25.0,0.2566,High outlier (HL),0.5536,0.5799,not significant
Esmeraldas,Esmeraldas,801,1567,0.9258510228175696,-78.74575985557891,15,1465,15,315,194,258,117,218,89.0,118.3,107.3,-0.5664,High outlier (HL),-0.8217,0.4112,not significant
Esmeraldas,Muisne,803,52,0.5373026487539418,-78.43969400638004,1,44,0,7,6,2,7,50,12.0,4.0,28.0,0.0398,Low outlier (LH),-0.186,0.8525,not significant
Esmeraldas,Quinindé,804,308,0.3395039704361727,-77.3935830731923,8,266,1,65,27,36,18,135,20.0,26.7,26.7,-0.1721,Hotspot (HH),-0.6357,0.525,not significant
Esmeraldas,Rioverde,807,111,0.9609334697395258,-76.51596330942955,5,99,1,11,8,15,4,50,16.0,30.0,16.0,0.3528,Hotspot (HH),1.0153,0.31,not significant
Esmeraldas,San Lorenzo,805,273,1.2111730863989865,-76.19552156388069,7,251,0,30,25,17,13,44,56.8,38.6,59.1,0.4136,Hotspot (HH),0.7936,0.4274,not significant
Galápagos,Santa Cruz,2003,2,-0.6887896,-90.32733945,1,1,0,0,0,0,0,15,0.0,0.0,0.0,-0.5149,Low outlier (LH),0.9222,0.3564,not significant
Guayas,Alfredo Baquerizo Moreno (Juján),902,112,-1.9289864377241932,-78.85530221256435,3,106,0,24,20,24,13,50,40.0,48.0,52.0,-0.1747,High outlier (HL),-0.4517,0.6515,not significant
Guayas,Balao,903,180,-2.787189601138064,-76.65409503952547,1,174,1,44,35,58,5,50,70.0,116.0,20.0,1.2846,Hotspot (HH),2.2045,0.0275,hotspot (95%)
Guayas,Balzar,904,275,-1.2974110770588974,-78.41304327927486,5,256,6,45,34,74,16,53,64.2,139.6,60.4,0.2294,High outlier (HL),0.2773,0.7816,not significant
Guayas,Colimes,905,53,-1.4683359102221532,-77.04411049145286,3,49,0,8,10,8,6,50,20.0,16.0,24.0,0.342,Hotspot (HH),2.5985,0.0094,hotspot (99%)
Guayas,Coronel Marcelino Maridueña,923,42,-2.177890214285714,-77.5111030952381,1,38,0,7,12,12,2,50,24.0,24.0,8.0,0.6563,Hotspot (HH),2.5919,0.0095,hotspot (99%)
Guayas,Daule,906,525,-1.8560283267668007,-77.81980422593365,7,498,11,135,91,109,54,180,50.6,60.6,60.0,0.198,Hotspot (HH),0.4329,0.6651,not significant
Guayas,Durán,907,2013,-2.114665644040102,-77.80154472839834,18,1969,3,461,478,539,178,235,203.4,229.4,151.5,0.3308,Hotspot (HH),0.4227,0.6725,not significant
Guayas,El Empalme,908,353,-1.003824570407712,-77.83222605192977,4,339,2,27,51,96,41,50,102.0,192.0,164.0,1.3899,Hotspot (HH),1.993,0.0463,hotspot (95%)
Guayas,El Triunfo,909,269,-2.192597744127802,-74.96924369703777,6,237,20,42,31,16,18,50,62.0,32.0,72.0,-0.2807,High outlier (HL),-0.4677,0.64,not significant
Guayas,General Antonio Elizalde,927,38,-2.114780467717896,-77.11554195488645,1,35,0,5,7,13,5,50,14.0,26.0,20.0,0.6634,Hotspot (HH),1.6245,0.1043,not significant
Guayas,Guayaquil,901,11930,-2.1123416611161168,-77.18878656561407,68,11521,43,2382,1967,2569,1098,2720,72.3,94.4,80.7,0.8651,Hotspot (HH),0.9449,0.3447,not significant
Guayas,Isidro Ayora,928,38,-1.7857638911734477,-75.92336885856596,1,36,0,3,6,7,8,50,12.0,14.0,32.0,0.1757,Hotspot (HH),1.7568,0.0789,hotspot (90%)
Guayas,Lomas De Sargentillo,924,89,-1.873908841959204,-80.08614997658954,0,88,1,9,12,32,24,50,24.0,64.0,96.0,1.1545,Hotspot (HH),2.572,0.0101,hotspot (95%)
Guayas,Milagro,910,510,-2.054231518348359,-76.61532972702666,17,470,5,153,44,49,23,200,22.0,24.5,23.0,0.7663,Hotspot (HH),2.222,0.0263,hotspot (95%)
Guayas,Naranjal,911,654,-2.555856195014907,-77.66096470447717,3,618,11,143,140,142,55,50,280.0,284.0,220.0,0.9421,Hotspot (HH),1.0548,0.2915,not significant
Guayas,Naranjito,912,154,-2.091183519438345,-76.85602144307657,3,145,1,35,22,49,10,50,44.0,98.0,40.0,1.587,Hotspot (HH),2.0324,0.0421,hotspot (95%)
Guayas,Nobol,925,103,-1.9341594347732471,-79.24094968916755,3,97,2,21,29,18,13,50,58.0,36.0,52.0,-0.044,High outlier (HL),-0.1398,0.8888,not significant
Guayas,Palestina,913,60,-1.4960567554980788,-73.30517545360084,1,57,2,16,5,6,3,50,10.0,12.0,12.0,-0.0461,High outlier (HL),-0.4745,0.6351,not significant
Guayas,Pedro Carbo,914,105,-1.706220625454481,-75.65164305413286,3,99,0,31,14,13,12,50,28.0,26.0,48.0,0.1568,Hotspot (HH),0.5899,0.5552,not significant
Guayas,Playas,921,298,-2.6013765853635147,-79.57999448528211,2,292,1,80,65,88,37,50,130.0,176.0,148.0,-1.3174,High outlier (HL),-1.9111,0.056,coldspot (90%)
Guayas,Salitre,919,137,-1.764435225598722,-77.47308676491238,3,125,3,16,20,44,23,50,40.0,88.0,92.0,1.1951,Hotspot (HH),1.7514,0.0799,hotspot (90%)
Guayas,Samborondón,916,241,-1.9265533227771297,-77.46363796235444,7,229,0,37,59,41,46,105,56.2,39.0,87.6,0.8191,Hotspot (HH),2.2645,0.0235,hotspot (95%)
Guayas,San Jacinto De Yaguachi,920,353,-2.078354943644524,-76.73408584179083,4,340,2,98,54,76,22,50,108.0,152.0,88.0,1.4642,Hotspot (HH),1.5385,0.1239,not significant
Guayas,Santa Lucía,918,121,-1.5640510600352773,-72.71799865420179,3,116,1,11,22,32,28,50,44.0,64.0,112.0,-0.1715,High outlier (HL),-0.2821,0.7779,not significant
Guayas,Simón Bolívar,922,108,-1.9758407197531864,-77.21602264231802,2,101,0,12,19,25,21,50,38.0,50.0,84.0,0.8911,Hotspot (HH),1.872,0.0612,hotspot (90%)
Imbabura,Antonio Ante,1002,18,0.3048890816981414,-69.51059772121954,2,8,0,2,3,1,0,50,6.0,2.0,0.0,0.1094,Low outlier (LH),-0.3319,0.7399,not significant
Imbabura,Cotacachi,1003,41,0.3024453854004427,-76.73214066110175,4,23,0,4,5,5,0,50,10.0,10.0,0.0,0.0103,Hotspot (HH),1.0665,0.2862,not significant
Imbabura,Ibarra,1001,167,0.388724983094928,-74.40386647424803,19,95,1,19,15,35,10,200,7.5,17.5,10.0,0.0269,High outlier (HL),0.1783,0.8585,not significant
Imbabura,Otavalo,1004,52,0.2220252149130441,-73.74696980161897,8,24,0,6,1,4,5,105,1.0,3.8,9.5,0.261,Low outlier (LH),-0.7615,0.4464,not significant
Imbabura,Pimampiro,1005,10,0.3124303022662709,-70.15643372262147,1,7,0,0,1,1,0,50,2.0,2.0,0.0,-0.0241,Coldspot (LL),0.0541,0.9569,not significant
Imbabura,San Miguel De Urcuquí,1006,17,0.4412325374847641,-64.46198812283079,0,16,0,1,1,1,0,50,2.0,2.0,0.0,0.5552,Coldspot (LL),-1.7007,0.089,coldspot (90%)
Loja,Calvas,1102,6,-3.60339675,-66.30295819999999,1,4,1,0,2,0,0,50,4.0,0.0,0.0,1.1789,Coldspot (LL),-1.632,0.1027,not significant
Loja,Catamayo,1103,24,-3.99998454375,-79.34349549875,0,19,1,6,2,6,3,50,4.0,12.0,12.0,-0.1131,High outlier (HL),-2.1421,0.0322,coldspot (95%)
Loja,Celica,1104,2,-4.11076,-80.01942,0,1,0,0,1,0,0,50,2.0,0.0,0.0,1.8988,Coldspot (LL),-2.0618,0.0392,coldspot (95%)
Loja,Chaguarpamba,1105,11,-3.7931508181818185,-79.62856490909091,0,10,0,1,1,2,5,50,2.0,4.0,20.0,0.3885,Coldspot (LL),-2.0315,0.0422,coldspot (95%)
Loja,Espíndola,1106,6,-4.53529922875246,-79.43168778632464,0,5,0,0,0,1,1,50,0.0,2.0,4.0,0.9085,Coldspot (LL),-2.3277,0.0199,coldspot (95%)
Loja,Gonzanamá,1107,8,-3.1151663749999976,-59.577298875,1,3,0,1,0,0,1,50,0.0,0.0,4.0,0.0581,Coldspot (LL),-0.0503,0.9599,not significant
Loja,Loja,1101,141,-3.740031895672745,-74.16278372746545,15,91,1,21,14,35,10,245,5.7,14.3,8.2,0.0312,Hotspot (HH),0.2955,0.7676,not significant
Loja,Macará,1108,18,-4.140977950687442,-75.48089797808574,1,16,0,3,2,0,1,50,4.0,0.0,4.0,-0.7353,Low outlier (LH),1.2766,0.2017,not significant
Loja,Olmedo,1116,4,-2.938885,-59.722865,0,2,0,4,10,6,1,50,20.0,12.0,4.0,-0.1529,High outlier (HL),-1.5671,0.1171,not significant
Loja,Paltas,1109,4,-4.00366035011901,-79.71355558499472,0,3,0,0,0,0,0,50,0.0,0.0,0.0,1.3871,Coldspot (LL),-2.3837,0.0171,coldspot (95%)
Loja,Pindal,1114,2,-4.089862602906205,-80.1009483563563,0,2,0,1,0,0,0,50,0.0,0.0,0.0,1.8988,Coldspot (LL),-2.0004,0.0455,coldspot (95%)
Loja,Puyango,1110,6,-3.9559480066146464,-80.0017647229768,0,3,0,0,3,0,0,50,6.0,0.0,0.0,1.8335,Coldspot (LL),-2.8859,0.0039,coldspot (99%)
